DIVISION   |   DATA   |   HOME TEAM   |   AWAY TEAM   |   HT GOALS   |   AT AWAY   |   FT RESULT
Div   Invalid date   HomeTeam   AwayTeam   FTHG   FTAG   FTR
E0   2007-12-01   Wigan   Man City   1   1   D
E0   2007-12-02   Liverpool   Bolton   4   0   H
E0   2007-12-02   Tottenham   Birmingham   2   3   A
E0   2007-12-03   Man United   Fulham   2   0   H
E0   2007-12-05   Newcastle   Arsenal   1   1   D
E0   2007-12-08   Aston Villa   Portsmouth   1   3   A
E0   2007-12-08   Chelsea   Sunderland   2   0   H
E0   2007-12-08   Everton   Fulham   3   0   H
E0   2007-12-08   Man United   Derby   4   1   H
E0   2007-12-08   Newcastle   Birmingham   2   1   H
E0   2007-12-08   Reading   Liverpool   3   1   H
E0   2007-12-09   Blackburn   West Ham   0   1   A
E0   2007-12-09   Bolton   Wigan   4   1   H
E0   2007-12-09   Middlesbrough   Arsenal   2   1   H
E0   2007-12-09   Tottenham   Man City   2   1   H
E0   2007-12-15   Birmingham   Reading   1   1   D
E0   2007-12-15   Derby   Middlesbrough   0   1   A
E0   2007-12-15   Fulham   Newcastle   0   1   A
E0   2007-01-13   Chelsea   Wigan   4   0   H
E0   2007-01-13   Man United   Aston Villa   3   1   H
E0   2007-01-13   Sheffield United   Portsmouth   1   1   D
E0   2007-01-13   Watford   Liverpool   0   3   A
E0   2007-01-13   West Ham   Fulham   3   3   D
E0   2007-01-14   Everton   Reading   1   1   D
E0   2007-01-14   Tottenham   Newcastle   2   3   A
E0   2007-01-20   Aston Villa   Watford   2   0   H
E0   2007-01-20   Fulham   Tottenham   1   1   D
E0   2007-01-20   Liverpool   Chelsea   2   0   H
E0   2007-01-20   Man City   Blackburn   0   3   A
E0   2007-01-20   Middlesbrough   Bolton   5   1   H
E0   2007-01-20   Newcastle   West Ham   2   2   D
E0   2007-01-20   Portsmouth   Charlton   0   1   A
E0   2007-01-20   Reading   Sheffield United   3   1   H
E0   2007-01-21   Arsenal   Man United   2   1   H
E0   2007-01-21   Wigan   Everton   0   2   A
E0   2007-01-23   Watford   Blackburn   2   1   H
E0   2007-01-30   Portsmouth   Middlesbrough   0   0   D
E0   2007-01-30   Reading   Wigan   3   2   H
E0   2007-01-30   Sheffield United   Fulham   2   0   H
E0   2007-01-30   West Ham   Liverpool   1   2   A
E0   2007-01-31   Bolton   Charlton   1   1   D
E0   2007-01-31   Chelsea   Blackburn   3   0   H
E0   2007-01-31   Man United   Watford   4   0   H
E0   2007-01-31   Newcastle   Aston Villa   3   1   H
E0   2007-02-03   Aston Villa   West Ham   1   0   H
E0   2007-02-03   Blackburn   Sheffield United   2   1   H
E0   2007-02-03   Charlton   Chelsea   0   1   A
E0   2007-02-03   Fulham   Newcastle   2   1   H
E0   2007-02-03   Liverpool   Everton   0   0   D
E0   2007-02-03   Man City   Reading   0   2   A
E0   2007-02-03   Middlesbrough   Arsenal   1   1   D
E0   2007-02-03   Watford   Bolton   0   1   A
E0   2007-02-03   Wigan   Portsmouth   1   0   H
E0   2007-02-04   Tottenham   Man United   0   4   A
E0   2007-02-10   Chelsea   Middlesbrough   3   0   H
E0   2007-02-10   Everton   Blackburn   1   0   H
E0   2007-02-10   Man United   Charlton   2   0   H
E0   2007-02-10   Newcastle   Liverpool   2   1   H
E0   2007-02-10   Portsmouth   Man City   2   1   H
E0   2007-02-10   Reading   Aston Villa   2   0   H
E0   2007-02-10   Sheffield United   Tottenham   2   1   H
E0   2007-02-10   West Ham   Watford   0   1   A
E0   2007-02-11   Arsenal   Wigan   2   1   H
E0   2007-02-11   Bolton   Fulham   2   1   H
E0   2007-02-21   Everton   Tottenham   1   2   A
E0   2007-02-21   Watford   Wigan   1   1   D
E0   2007-02-24   Charlton   West Ham   4   0   H
E0   2007-02-24   Fulham   Man United   1   2   A
E0   2007-02-24   Liverpool   Sheffield United   4   0   H
E0   2007-02-24   Middlesbrough   Reading   2   1   H
E0   2007-02-24   Watford   Everton   0   3   A
E0   2007-02-25   Blackburn   Portsmouth   3   0   H
E0   2007-02-25   Tottenham   Bolton   4   1   H
E0   2007-02-25   Wigan   Newcastle   1   0   H
E0   2007-03-03   Arsenal   Reading   2   1   H
E0   2007-03-03   Fulham   Aston Villa   1   1   D
E0   2007-03-03   Liverpool   Man United   0   1   A
E0   2007-03-03   Man City   Wigan   0   1   A
E0   2007-03-03   Newcastle   Middlesbrough   0   0   D
E0   2007-03-03   Portsmouth   Chelsea   0   2   A
E0   2007-03-03   Sheffield United   Everton   1   1   D
E0   2007-03-03   Watford   Charlton   2   2   D
E0   2007-03-04   Bolton   Blackburn   1   2   A
E0   2007-03-04   West Ham   Tottenham   3   4   A
E0   2007-03-14   Aston Villa   Arsenal   0   1   A
E0   2007-03-14   Man City   Chelsea   0   1   A
E0   2007-03-17   Blackburn   West Ham   1   2   A
E0   2007-03-17   Chelsea   Sheffield United   3   0   H
E0   2007-03-17   Man United   Bolton   4   1   H
E0   2007-03-17   Middlesbrough   Man City   0   2   A
E0   2007-03-17   Reading   Portsmouth   0   0   D
E0   2007-03-17   Tottenham   Watford   3   1   H
E0   2007-03-17   Wigan   Fulham   0   0   D
E0   2007-03-18   Aston Villa   Liverpool   0   0   D
E0   2007-03-18   Charlton   Newcastle   2   0   H
E0   2007-03-18   Everton   Arsenal   1   0   H
E0   2007-03-31   Bolton   Sheffield United   1   0   H
E0   2007-03-31   Charlton   Wigan   1   0   H
E0   2007-03-31   Fulham   Portsmouth   1   1   D
E0   2007-03-31   Liverpool   Arsenal   4   1   H
E0   2007-03-31   Man United   Blackburn   4   1   H
E0   2007-03-31   Newcastle   Man City   0   1   A
E0   2007-03-31   Watford   Chelsea   0   1   A
E0   2007-03-31   West Ham   Middlesbrough   2   0   H
E0   2007-04-01   Tottenham   Reading   1   0   H
E0   2007-04-02   Aston Villa   Everton   1   1   D
E0   2007-04-06   Everton   Fulham   4   1   H
E0   2007-04-06   Man City   Charlton   0   0   D
E0   2007-04-07   Arsenal   West Ham   0   1   A
E0   2007-04-07   Blackburn   Aston Villa   1   2   A
E0   2007-04-07   Chelsea   Tottenham   1   0   H
E0   2007-04-07   Middlesbrough   Watford   4   1   H
E0   2007-04-07   Portsmouth   Man United   2   1   H
E0   2007-04-07   Reading   Liverpool   1   2   A
E0   2007-04-07   Sheffield United   Newcastle   1   2   A
E0   2007-04-07   Wigan   Bolton   1   3   A
E0   2007-04-09   Aston Villa   Wigan   1   1   D
E0   2007-04-09   Bolton   Everton   1   1   D
E0   2007-04-09   Charlton   Reading   0   0   D
E0   2007-04-09   Fulham   Man City   1   3   A
E0   2007-04-09   Newcastle   Arsenal   0   0   D
E0   2007-04-09   Watford   Portsmouth   4   2   H
E0   2007-04-14   Arsenal   Bolton   2   1   H
E0   2007-04-14   Man City   Liverpool   0   0   D
E0   2007-04-14   Middlesbrough   Aston Villa   1   3   A
E0   2007-04-14   Portsmouth   Newcastle   2   1   H
E0   2007-04-14   Reading   Fulham   1   0   H
E0   2007-04-14   Sheffield United   West Ham   3   0   H
E0   2007-04-15   Everton   Charlton   2   1   H
E0   2007-04-15   Wigan   Tottenham   3   3   D
E0   2007-04-17   Arsenal   Man City   3   1   H
E0   2007-04-17   Man United   Sheffield United   2   0   H
E0   2006-01-21   West Brom   Sunderland   0   1   A
E0   2006-01-22   Chelsea   Charlton   1   1   D
E0   2006-01-22   Man United   Liverpool   1   0   H
E0   2006-01-23   West Ham   Fulham   2   1   H
E0   2006-01-31   Charlton   West Brom   0   0   D
E0   2006-01-31   Fulham   Tottenham   1   0   H
E0   2006-01-31   Sunderland   Middlesbrough   0   3   A
E0   2006-01-31   Wigan   Everton   1   1   D
E0   2006-02-01   Arsenal   West Ham   2   3   A
E0   2006-02-01   Aston Villa   Chelsea   1   1   D
E0   2006-02-01   Blackburn   Man United   4   3   H
E0   2006-02-01   Liverpool   Birmingham   1   1   D
E0   2006-02-01   Man City   Newcastle   3   0   H
E0   2006-02-01   Portsmouth   Bolton   1   1   D
E0   2006-02-04   Birmingham   Arsenal   0   2   A
E0   2006-02-04   Bolton   Wigan   1   1   D
E0   2006-02-04   Everton   Man City   1   0   H
E0   2006-02-04   Man United   Fulham   4   2   H
E0   2006-02-04   Middlesbrough   Aston Villa   0   4   A
E0   2006-02-04   Newcastle   Portsmouth   2   0   H
E0   2006-02-04   West Brom   Blackburn   2   0   H
E0   2006-02-04   West Ham   Sunderland   2   0   H
E0   2006-02-05   Chelsea   Liverpool   2   0   H
E0   2006-02-05   Tottenham   Charlton   3   1   H
E0   2006-02-08   Charlton   Liverpool   2   0   H
E0   2006-02-11   Arsenal   Bolton   1   1   D
E0   2006-02-11   Aston Villa   Newcastle   1   2   A
E0   2006-02-11   Everton   Blackburn   1   0   H
E0   2006-02-11   Fulham   West Brom   6   1   H
E0   2006-02-11   Middlesbrough   Chelsea   3   0   H
E0   2006-02-11   Portsmouth   Man United   1   3   A
E0   2006-02-11   Wigan   Liverpool   0   1   A
E0   2006-02-12   Man City   Charlton   3   2   H
E0   2006-02-12   Sunderland   Tottenham   1   1   D
E0   2006-02-13   West Ham   Birmingham   3   0   H
E0   2006-02-14   Liverpool   Arsenal   1   0   H
E0   2006-02-15   Blackburn   Sunderland   2   0   H
E0   2006-02-19   Tottenham   Wigan   2   2   D
E0   2006-02-22   Newcastle   Charlton   0   0   D
E0   2006-02-25   Birmingham   Sunderland   1   0   H
E0   2006-02-25   Blackburn   Arsenal   1   0   H
E0   2006-02-25   Charlton   Aston Villa   0   0   D
E0   2006-02-25   Chelsea   Portsmouth   2   0   H
E0   2006-02-25   Newcastle   Everton   2   0   H
E0   2006-02-26   Bolton   Fulham   2   1   H
E0   2006-02-26   Liverpool   Man City   1   0   H
E0   2006-02-26   West Brom   Middlesbrough   0   2   A
E0   2006-03-04   Aston Villa   Portsmouth   1   0   H
E0   2006-03-04   Fulham   Arsenal   0   4   A
E0   2006-03-04   Liverpool   Charlton   0   0   D
E0   2006-03-04   Middlesbrough   Birmingham   1   0   H
E0   2006-03-04   Newcastle   Bolton   3   1   H
E0   2006-03-04   West Brom   Chelsea   1   2   A
E0   2006-03-04   West Ham   Everton   2   2   D
E0   2006-03-05   Man City   Sunderland   2   1   H
E0   2006-03-05   Tottenham   Blackburn   3   2   H
E0   2006-03-06   Wigan   Man United   1   2   A
E0   2006-03-11   Birmingham   West Brom   1   1   D
E0   2006-03-11   Blackburn   Aston Villa   2   0   H
E0   2006-03-11   Bolton   West Ham   4   1   H
E0   2006-03-11   Chelsea   Tottenham   2   1   H
E0   2006-03-11   Everton   Fulham   3   1   H
E0   2006-03-11   Portsmouth   Man City   2   1   H
E0   2006-03-11   Sunderland   Wigan   0   1   A
E0   2006-03-12   Arsenal   Liverpool   2   1   H
E0   2006-03-12   Charlton   Middlesbrough   2   1   H
E0   2006-03-12   Man United   Newcastle   2   0   H
E0   2006-03-15   Liverpool   Fulham   5   1   H
E0   2006-03-18   Arsenal   Charlton   3   0   H
E0   2006-03-18   Birmingham   Tottenham   0   2   A
E0   2006-03-18   Blackburn   Middlesbrough   3   2   H
E0   2006-03-18   Bolton   Sunderland   2   0   H
E0   2006-03-18   Everton   Aston Villa   4   1   H
E0   2006-03-18   Man City   Wigan   0   1   A
E0   2006-03-18   West Brom   Man United   1   2   A
E0   2006-03-18   West Ham   Portsmouth   2   4   A
E0   2006-03-19   Fulham   Chelsea   1   0   H
E0   2006-03-19   Newcastle   Liverpool   1   3   A
E0   2006-03-25   Aston Villa   Fulham   0   0   D
E0   2006-03-25   Chelsea   Man City   2   0   H
E0   2006-03-25   Liverpool   Everton   3   1   H
E0   2006-03-25   Sunderland   Blackburn   0   1   A
E0   2006-03-25   Wigan   West Ham   1   2   A
E0   2006-03-26   Charlton   Newcastle   3   1   H
E0   2006-03-26   Man United   Birmingham   3   0   H
E0   2006-03-26   Middlesbrough   Bolton   4   3   H
E0   2006-03-27   Tottenham   West Brom   2   1   H
E0   2006-03-29   Man United   West Ham   1   0   H
E0   2006-04-01   Arsenal   Aston Villa   5   0   H
E0   2006-04-01   Birmingham   Chelsea   0   0   D
E0   2006-04-01   Bolton   Man United   1   2   A
E0   2006-04-01   Everton   Sunderland   2   2   D
E0   2006-04-01   Fulham   Portsmouth   1   3   A
E0   2006-04-01   Newcastle   Tottenham   3   1   H
E0   2006-04-01   West Brom   Liverpool   0   2   A
E0   2006-04-02   Man City   Middlesbrough   0   1   A
E0   2006-04-02   West Ham   Charlton   0   0   D
E0   2006-04-03   Blackburn   Wigan   1   1   D
E0   2006-04-04   Birmingham   Bolton   1   0   H
E0   2006-04-08   Charlton   Everton   0   0   D
E0   2006-04-08   Portsmouth   Blackburn   2   2   D
E0   2006-04-08   Tottenham   Man City   2   1   H
E0   2006-04-08   Wigan   Birmingham   1   1   D
E0   2006-04-09   Aston Villa   West Brom   0   0   D
E0   2006-04-09   Chelsea   West Ham   4   1   H
E0   2006-04-09   Liverpool   Bolton   1   0   H
E0   2006-04-09   Man United   Arsenal   2   0   H
E0   2006-04-09   Middlesbrough   Newcastle   1   2   A
E0   2006-04-12   Portsmouth   Arsenal   1   1   D
E0   2006-04-14   Man United   Sunderland   0   0   D
E0   2006-04-15   Arsenal   West Brom   3   1   H
E0   2006-04-15   Bolton   Chelsea   0   2   A
E0   2006-04-15   Everton   Tottenham   0   1   A
E0   2006-04-15   Fulham   Charlton   2   1   H
E0   2006-04-15   Newcastle   Wigan   3   1   H
E0   2006-04-15   Portsmouth   Middlesbrough   1   0   H
E0   2006-04-15   West Ham   Man City   1   0   H
E0   2006-04-16   Aston Villa   Birmingham   3   1   H
E0   2006-04-16   Blackburn   Liverpool   0   1   A
E0   2006-04-17   Charlton   Portsmouth   2   1   H
E0   2007-04-18   Blackburn   Watford   3   1   H
E0   2007-04-18   Liverpool   Middlesbrough   2   0   H
E0   2007-04-18   West Ham   Chelsea   1   4   A
E0   2007-04-21   Bolton   Reading   1   3   A
E0   2007-04-21   Charlton   Sheffield United   1   1   D
E0   2007-04-21   Fulham   Blackburn   1   1   D
E0   2013-05-12   Everton   West Ham   2   0   H
E0   2013-05-12   Fulham   Liverpool   1   3   A
E0   2013-05-12   Man United   Swansea   2   1   H
E0   2013-05-12   Norwich   West Brom   4   0   H
E0   2013-05-12   QPR   Newcastle   1   2   A
E0   2013-05-12   Stoke   Tottenham   1   2   A
E0   2013-05-12   Sunderland   Southampton   1   1   D
E0   2013-05-14   Arsenal   Wigan   4   1   H
E0   2013-05-14   Reading   Man City   0   2   A
E0   2013-05-19   Chelsea   Everton   2   1   H
E0   2013-05-19   Liverpool   QPR   1   0   H
E0   2013-05-19   Man City   Norwich   2   3   A
E0   2013-05-19   Newcastle   Arsenal   0   1   A
E0   2013-05-19   Southampton   Stoke   1   1   D
E0   2013-05-19   Swansea   Fulham   0   3   A
E0   2013-05-19   Tottenham   Sunderland   1   0   H
E0   2013-05-19   West Brom   Man United   5   5   D
E0   2013-05-19   West Ham   Reading   4   2   H
E0   2013-05-19   Wigan   Aston Villa   2   2   D
E0   2007-12-15   Man City   Bolton   4   2   H
E0   2007-12-15   Portsmouth   Tottenham   0   1   A
E0   2007-12-15   Sunderland   Aston Villa   1   1   D
E0   2007-12-15   West Ham   Everton   0   2   A
E0   2007-12-15   Wigan   Blackburn   5   3   H
E0   2007-12-16   Arsenal   Chelsea   1   0   H
E0   2007-12-16   Liverpool   Man United   0   1   A
E0   2007-12-22   Arsenal   Tottenham   2   1   H
E0   2007-12-22   Aston Villa   Man City   1   1   D
E0   2007-12-22   Bolton   Birmingham   3   0   H
E0   2007-12-22   Fulham   Wigan   1   1   D
E0   2007-12-22   Liverpool   Portsmouth   4   1   H
E0   2007-12-22   Middlesbrough   West Ham   1   2   A
E0   2007-12-22   Reading   Sunderland   2   1   H
E0   2007-12-23   Blackburn   Chelsea   0   1   A
E0   2007-12-23   Man United   Everton   2   1   H
E0   2007-12-23   Newcastle   Derby   2   2   D
E0   2007-12-26   Birmingham   Middlesbrough   3   0   H
E0   2007-12-26   Chelsea   Aston Villa   4   4   D
E0   2007-12-26   Derby   Liverpool   1   2   A
E0   2007-12-26   Everton   Bolton   2   0   H
E0   2007-12-26   Portsmouth   Arsenal   0   0   D
E0   2007-12-26   Sunderland   Man United   0   4   A
E0   2007-12-26   Tottenham   Fulham   5   1   H
E0   2007-12-26   West Ham   Reading   1   1   D
E0   2007-12-26   Wigan   Newcastle   1   0   H
E0   2007-12-27   Man City   Blackburn   2   2   D
E0   2007-12-29   Birmingham   Fulham   1   1   D
E0   2007-12-29   Chelsea   Newcastle   2   1   H
E0   2007-12-29   Everton   Arsenal   1   4   A
E0   2007-12-29   Portsmouth   Middlesbrough   0   1   A
E0   2007-12-29   Sunderland   Bolton   3   1   H
E0   2007-12-29   Tottenham   Reading   6   4   H
E0   2007-12-29   West Ham   Man United   2   1   H
E0   2007-12-29   Wigan   Aston Villa   1   2   A
E0   2007-12-30   Derby   Blackburn   1   2   A
E0   2007-12-30   Man City   Liverpool   0   0   D
E0   2008-01-01   Arsenal   West Ham   2   0   H
E0   2008-01-01   Aston Villa   Tottenham   2   1   H
E0   2008-01-01   Fulham   Chelsea   1   2   A
E0   2008-01-01   Man United   Birmingham   1   0   H
E0   2008-01-01   Middlesbrough   Everton   0   2   A
E0   2008-01-01   Reading   Portsmouth   0   2   A
E0   2008-01-02   Blackburn   Sunderland   1   0   H
E0   2008-01-02   Bolton   Derby   1   0   H
E0   2008-01-02   Liverpool   Wigan   1   1   D
E0   2008-01-02   Newcastle   Man City   0   2   A
E0   2008-01-12   Arsenal   Birmingham   1   1   D
E0   2008-01-12   Aston Villa   Reading   3   1   H
E0   2008-01-12   Chelsea   Tottenham   2   0   H
E0   2008-01-12   Derby   Wigan   0   1   A
E0   2008-01-12   Everton   Man City   1   0   H
E0   2008-01-12   Man United   Newcastle   6   0   H
E0   2008-01-12   Middlesbrough   Liverpool   1   1   D
E0   2008-01-12   West Ham   Fulham   2   1   H
E0   2008-01-13   Bolton   Blackburn   1   2   A
E0   2008-01-13   Sunderland   Portsmouth   2   0   H
E0   2008-01-19   Birmingham   Chelsea   0   1   A
E0   2008-01-19   Blackburn   Middlesbrough   1   1   D
E0   2008-01-19   Fulham   Arsenal   0   3   A
E0   2008-01-19   Newcastle   Bolton   0   0   D
E0   2008-01-19   Portsmouth   Derby   3   1   H
E0   2008-01-19   Reading   Man United   0   2   A
E0   2008-01-19   Tottenham   Sunderland   2   0   H
E0   2008-01-20   Man City   West Ham   1   1   D
E0   2008-01-20   Wigan   Everton   1   2   A
E0   2008-01-21   Liverpool   Aston Villa   2   2   D
E0   2008-01-26   Aston Villa   Blackburn   1   1   D
E0   2008-01-29   Arsenal   Newcastle   3   0   H
E0   2008-01-29   Bolton   Fulham   0   0   D
E0   2008-01-29   Middlesbrough   Wigan   1   0   H
E0   2008-01-29   Sunderland   Birmingham   2   0   H
E0   2008-01-30   Chelsea   Reading   1   0   H
E0   2008-01-30   Derby   Man City   1   1   D
E0   2008-01-30   Everton   Tottenham   0   0   D
E0   2008-01-30   Man United   Portsmouth   2   0   H
E0   2008-01-30   West Ham   Liverpool   1   0   H
E0   2008-02-02   Birmingham   Derby   1   1   D
E0   2008-02-02   Blackburn   Everton   0   0   D
E0   2008-02-02   Liverpool   Sunderland   3   0   H
E0   2008-02-02   Man City   Arsenal   1   3   A
E0   2008-02-02   Portsmouth   Chelsea   1   1   D
E0   2008-02-02   Reading   Bolton   0   2   A
E0   2008-02-02   Tottenham   Man United   1   1   D
DIVISION   |   DATA   |   HOME TEAM   |   AWAY TEAM   |   HT GOALS   |   AT AWAY   |   FT RESULT
Div   Invalid date   HomeTeam   AwayTeam   FTHG   FTAG   FTR
E0   2004-08-14   Aston Villa   Southampton   2   0   H
E0   2004-08-14   Blackburn   West Brom   1   1   D
E0   2004-08-14   Bolton   Charlton   4   1   H
E0   2004-08-14   Man City   Fulham   1   1   D
E0   2004-08-14   Middlesbrough   Newcastle   2   2   D
E0   2004-08-14   Norwich   Crystal Palace   1   1   D
E0   2004-08-14   Portsmouth   Birmingham   1   1   D
E0   2004-08-14   Tottenham   Liverpool   1   1   D
E0   2004-08-15   Chelsea   Man United   1   0   H
E0   2004-08-15   Everton   Arsenal   1   4   A
E0   2004-08-21   Birmingham   Chelsea   0   1   A
E0   2004-08-21   Charlton   Portsmouth   2   1   H
E0   2004-08-21   Crystal Palace   Everton   1   3   A
E0   2004-08-21   Fulham   Bolton   2   0   H
E0   2004-08-21   Liverpool   Man City   2   1   H
E0   2004-08-21   Man United   Norwich   2   1   H
E0   2004-08-21   Newcastle   Tottenham   0   1   A
E0   2004-08-21   Southampton   Blackburn   3   2   H
E0   2004-08-22   Arsenal   Middlesbrough   5   3   H
E0   2004-08-22   West Brom   Aston Villa   1   1   D
E0   2004-08-24   Birmingham   Man City   1   0   H
E0   2004-08-24   Crystal Palace   Chelsea   0   2   A
E0   2004-08-25   Arsenal   Blackburn   3   0   H
E0   2004-08-25   Charlton   Aston Villa   3   0   H
E0   2004-08-25   Fulham   Middlesbrough   0   2   A
E0   2004-08-25   Newcastle   Norwich   2   2   D
E0   2004-08-25   Southampton   Bolton   1   2   A
E0   2004-08-25   West Brom   Tottenham   1   1   D
E0   2004-08-28   Aston Villa   Newcastle   4   2   H
E0   2004-08-28   Blackburn   Man United   1   1   D
E0   2004-08-28   Chelsea   Southampton   2   1   H
E0   2004-08-28   Everton   West Brom   2   1   H
E0   2004-08-28   Man City   Charlton   4   0   H
E0   2004-08-28   Middlesbrough   Crystal Palace   2   1   H
E0   2004-08-28   Norwich   Arsenal   1   4   A
E0   2004-08-28   Tottenham   Birmingham   1   0   H
E0   2004-08-29   Bolton   Liverpool   1   0   H
E0   2004-08-30   Man United   Everton   0   0   D
E0   2004-08-30   Portsmouth   Fulham   4   3   H
E0   2004-09-11   Aston Villa   Chelsea   0   0   D
E0   2004-09-11   Bolton   Man United   2   2   D
E0   2004-09-11   Fulham   Arsenal   0   3   A
E0   2004-09-11   Liverpool   West Brom   3   0   H
E0   2004-09-11   Man City   Everton   0   1   A
E0   2004-09-11   Middlesbrough   Birmingham   2   1   H
E0   2004-09-11   Newcastle   Blackburn   3   0   H
E0   2004-09-11   Portsmouth   Crystal Palace   3   1   H
E0   2004-09-12   Tottenham   Norwich   0   0   D
E0   2004-09-13   Charlton   Southampton   0   0   D
E0   2004-09-18   Arsenal   Bolton   2   2   D
E0   2004-09-18   Birmingham   Charlton   1   1   D
E0   2004-09-18   Blackburn   Portsmouth   1   0   H
E0   2004-09-18   Crystal Palace   Man City   1   2   A
E0   2004-09-18   Norwich   Aston Villa   0   0   D
E0   2004-09-18   West Brom   Fulham   1   1   D
E0   2004-09-19   Chelsea   Tottenham   0   0   D
E0   2004-09-19   Everton   Middlesbrough   1   0   H
E0   2004-09-19   Southampton   Newcastle   1   2   A
E0   2004-09-20   Man United   Liverpool   2   1   H
E0   2004-09-25   Aston Villa   Crystal Palace   1   1   D
E0   2004-09-25   Bolton   Birmingham   1   1   D
E0   2004-09-25   Fulham   Southampton   1   0   H
E0   2004-09-25   Liverpool   Norwich   3   0   H
E0   2004-09-25   Man City   Arsenal   0   1   A
E0   2004-09-25   Middlesbrough   Chelsea   0   1   A
E0   2004-09-25   Newcastle   West Brom   3   1   H
E0   2004-09-25   Tottenham   Man United   0   1   A
E0   2004-09-26   Portsmouth   Everton   0   1   A
E0   2004-09-27   Charlton   Blackburn   1   0   H
E0   2004-10-02   Arsenal   Charlton   4   0   H
E0   2004-10-02   Blackburn   Aston Villa   2   2   D
E0   2004-10-02   Everton   Tottenham   0   1   A
E0   2004-10-02   Norwich   Portsmouth   2   2   D
E0   2004-10-02   Southampton   Man City   0   0   D
E0   2004-10-02   West Brom   Bolton   2   1   H
E0   2004-10-03   Birmingham   Newcastle   2   2   D
E0   2004-10-03   Chelsea   Liverpool   1   0   H
E0   2004-10-03   Man United   Middlesbrough   1   1   D
E0   2004-10-04   Crystal Palace   Fulham   2   0   H
E0   2004-10-16   Arsenal   Aston Villa   3   1   H
E0   2004-10-16   Birmingham   Man United   0   0   D
E0   2004-10-16   Blackburn   Middlesbrough   0   4   A
E0   2004-10-16   Bolton   Crystal Palace   1   0   H
E0   2004-10-16   Everton   Southampton   1   0   H
E0   2004-10-16   Fulham   Liverpool   2   4   A
E0   2004-10-16   Man City   Chelsea   1   0   H
E0   2004-10-16   West Brom   Norwich   0   0   D
E0   2004-10-17   Charlton   Newcastle   1   1   D
E0   2004-10-18   Portsmouth   Tottenham   1   0   H
E0   2004-10-23   Aston Villa   Fulham   2   0   H
E0   2004-10-23   Chelsea   Blackburn   4   0   H
E0   2004-10-23   Crystal Palace   West Brom   3   0   H
E0   2004-10-23   Liverpool   Charlton   2   0   H
E0   2004-10-23   Norwich   Everton   2   3   A
E0   2004-10-23   Tottenham   Bolton   1   2   A
E0   2004-10-24   Man United   Arsenal   2   0   H
E0   2004-10-24   Middlesbrough   Portsmouth   1   1   D
E0   2004-10-24   Newcastle   Man City   4   3   H
E0   2004-10-24   Southampton   Birmingham   0   0   D
E0   2004-10-30   Arsenal   Southampton   2   2   D
E0   2004-10-30   Birmingham   Crystal Palace   0   1   A
E0   2004-10-30   Blackburn   Liverpool   2   2   D
E0   2004-10-30   Charlton   Middlesbrough   1   2   A
E0   2004-10-30   Everton   Aston Villa   1   1   D
E0   2004-10-30   Fulham   Tottenham   2   0   H
E0   2004-10-30   Portsmouth   Man United   2   0   H
E0   2004-10-30   West Brom   Chelsea   1   4   A
E0   2004-10-31   Bolton   Newcastle   2   1   H
E0   2004-11-01   Man City   Norwich   1   1   D
E0   2004-11-06   Aston Villa   Portsmouth   3   0   H
E0   2004-11-06   Chelsea   Everton   1   0   H
E0   2004-11-06   Crystal Palace   Arsenal   1   1   D
E0   2004-11-06   Liverpool   Birmingham   0   1   A
E0   2004-11-06   Norwich   Blackburn   1   1   D
E0   2004-11-06   Southampton   West Brom   2   2   D
E0   2004-11-06   Tottenham   Charlton   2   3   A
E0   2004-11-07   Man United   Man City   0   0   D
E0   2004-11-07   Middlesbrough   Bolton   1   1   D
E0   2004-11-07   Newcastle   Fulham   1   4   A
E0   2004-11-13   Birmingham   Everton   0   1   A
E0   2004-11-13   Bolton   Aston Villa   1   2   A
E0   2004-11-13   Charlton   Norwich   4   0   H
E0   2004-11-13   Fulham   Chelsea   1   4   A
E0   2004-11-13   Liverpool   Crystal Palace   3   2   H
E0   2004-11-13   Man City   Blackburn   1   1   D
E0   2004-11-13   Southampton   Portsmouth   2   1   H
E0   2004-11-13   Tottenham   Arsenal   4   5   A
E0   2004-11-14   Newcastle   Man United   1   3   A
E0   2004-11-14   West Brom   Middlesbrough   1   2   A
E0   2004-11-20   Arsenal   West Brom   1   1   D
E0   2004-11-20   Chelsea   Bolton   2   2   D
E0   2004-11-20   Crystal Palace   Newcastle   0   2   A
E0   2004-11-20   Everton   Fulham   1   0   H
E0   2004-11-20   Man United   Charlton   2   0   H
E0   2004-11-20   Middlesbrough   Liverpool   2   0   H
E0   2004-11-20   Norwich   Southampton   2   1   H
E0   2004-11-20   Portsmouth   Man City   1   3   A
E0   2004-11-21   Blackburn   Birmingham   3   3   D
E0   2004-11-22   Aston Villa   Tottenham   1   0   H
E0   2004-11-27   Birmingham   Norwich   1   1   D
E0   2004-11-27   Bolton   Portsmouth   0   1   A
E0   2004-11-27   Charlton   Chelsea   0   4   A
E0   2004-11-27   Fulham   Blackburn   0   2   A
E0   2004-11-27   Man City   Aston Villa   2   0   H
E0   2004-11-27   Southampton   Crystal Palace   2   2   D
E0   2004-11-27   West Brom   Man United   0   3   A
E0   2004-11-28   Liverpool   Arsenal   2   1   H
E0   2004-11-28   Newcastle   Everton   1   1   D
